UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,CleanedTweet
2807,47759,"Dublin, Ireland ",14-03-2020,How many people that stock pilled all the food and toilet roll went and sat in a pub last night? Shocking to the see so many pubs still full #COVID19 #coronavirus #Coronavirusireland,Negative,"['many', 'people', 'stock', 'pilled', 'food', 'toilet', 'roll', 'went', 'sat', 'pub', 'last', 'night', 'shocking', 'see', 'many', 'pubs', 'still', 'full', 'covid19', 'coronavirus', 'coronavirusireland']"
2808,47760,"London, Salisbury and Wales.",15-03-2020,Please stop panic buying We need to look after each other especially the vulnerable,Extremely Negative,"['please', 'stop', 'panic', 'buying', 'need', 'look', 'especially', 'vulnerable']"
2809,47761,,15-03-2020,Total Health How to protect yourself from while buying grocery or visiting grocery store,Positive,"['total', 'health', 'protect', 'buying', 'grocery', 'visiting', 'grocery', 'store']"
2810,47762,SAFEHOUSE,15-03-2020,Online shopping.. Delivers to store.. Fkkk #Coronavirus ??,Neutral,"['online', 'shopping', 'delivers', 'store', 'fkkk', 'coronavirus']"
2811,47763,"St. Louis, MO & Mattapan, MA",15-03-2020,All stores outside of Greater China closed until March 27th That s roughly 500 retail store and 31 of the company s sales incl website gt Apple Closes All Its Stores Outside China Over,Positive,"['stores', 'outside', 'greater', 'china', 'closed', 'march', '27th', 'roughly', '500', 'retail', 'store', '31', 'company', 'sales', 'incl', 'website', 'gt', 'apple', 'closes', 'stores', 'outside', 'china']"
2812,47764,India,15-03-2020,Spain s number of confirmed 19 cases rose to 7 753 by 11 30 of Mar 15 and death toll jumped to 288 according to the Spanish Ministry of Health Consumer Services and Social Services,Negative,"['spain', 'number', 'confirmed', '19', 'cases', 'rose', '7', '753', '11', '30', 'mar', '15', 'death', 'toll', 'jumped', '288', 'according', 'spanish', 'ministry', 'health', 'consumer', 'services', 'social', 'services']"
2813,47765,United Kingdom,15-03-2020,"Supermarkets are trolling the #panicbuyers ?

Ordered shopping online, no 9 packs of #bogroll so bought 2 x 4 packs ?

They substituted them on my delivery! ?

For 2 x 9 packs! ?

Must have been a #GenX'er picking my order ??

Legend ?

#CoronaVirusUK #CoronaVirus https://t.co/E9JJUxkFLu",Negative,"['supermarkets', 'trolling', 'panicbuyers', 'ordered', 'shopping', 'online', '9', 'packs', 'bogroll', 'bought', '2', 'x', '4', 'packs', 'substituted', 'delivery', '2', 'x', '9', 'packs', 'must', 'genxer', 'picking', 'order', 'legend', 'coronavirusuk', 'coronavirus']"
2814,47766,"chatham-kent, ontario",15-03-2020,Our food supply chain is one of the strongest in the world and our government remains committed to ensuring Ontarians can access healthy and nutritious Ontario produced foods Be prepared but please do not panic buy or hoard,Extremely Positive,"['food', 'supply', 'chain', 'one', 'strongest', 'world', 'government', 'remains', 'committed', 'ensuring', 'ontarians', 'access', 'healthy', 'nutritious', 'ontario', 'produced', 'foods', 'prepared', 'please', 'panic', 'buy', 'hoard']"
2815,47767,"Philadelphia, PA",15-03-2020,"Self-isolation ripple effect: 
-putting on weight from watching TV and eating all day, every day
-running up credit card debt from online shopping
-finding out that you don't actually like other people all that much

#selfisolating 
#coronavirus",Neutral,"['selfisolation', 'ripple', 'effect', 'putting', 'weight', 'watching', 'tv', 'eating', 'day', 'every', 'day', 'running', 'credit', 'card', 'debt', 'online', 'shopping', 'finding', 'dont', 'actually', 'like', 'people', 'much', 'selfisolating', 'coronavirus']"
2816,47768,Brighton,15-03-2020,Dog food appeal Food shortages due to are becoming increasingly apparent in Romania We are appealing for funds so that the ladies at Sirius Dog Rescue can stock up on dog food for the weeks ahead We are worried Please help,Extremely Positive,"['dog', 'food', 'appeal', 'food', 'shortages', 'due', 'becoming', 'increasingly', 'apparent', 'romania', 'appealing', 'funds', 'ladies', 'sirius', 'dog', 'rescue', 'stock', 'dog', 'food', 'weeks', 'ahead', 'worried', 'please', 'help']"
2817,47769,,15-03-2020,"In order to limit contact with ppl, better order groceries online &amp; pay by card if possible. Here are 2 shopping platforms I use:
- The instashop app: shows u all groceries that deliver &amp; the distance from your location. 
- https://t.co/DC5qTlZZhY 

#Covid_19 #HomeQuarantine",Positive,"['order', 'limit', 'contact', 'ppl', 'better', 'order', 'groceries', 'online', 'amp', 'pay', 'card', 'possible', '2', 'shopping', 'platforms', 'use', 'instashop', 'app', 'shows', 'u', 'groceries', 'deliver', 'amp', 'distance', 'location', 'covid19', 'homequarantine']"
2818,47770,USA,15-03-2020,"In the midst of the Coronavirus (COVID-19) outbreak, having a strong immune system is more pertinent and essential than ever ?? Here are some foods that are bound to boost your immune system ????

For more healthy food ideas, check out https://t.co/ei8PhgsyWf ???? https://t.co/TwvffnPoCk",Extremely Positive,"['midst', 'coronavirus', 'covid19', 'outbreak', 'strong', 'immune', 'system', 'pertinent', 'essential', 'ever', 'foods', 'bound', 'boost', 'immune', 'system', 'healthy', 'food', 'ideas', 'check']"
2819,47771,,15-03-2020,"My country today... After 48000 brain cell PM said ""No need to stock any food, Gov can handle about COVID-19"", the flood of people go to mall to buy a ton of food immediately. Wow, soooooo much high confidence.",Extremely Positive,"['country', 'today', '48000', 'brain', 'cell', 'pm', 'said', 'need', 'stock', 'food', 'gov', 'handle', 'covid19', 'flood', 'people', 'go', 'mall', 'buy', 'ton', 'food', 'immediately', 'wow', 'soooooo', 'much', 'high', 'confidence']"
2820,47772,,15-03-2020,"In #Russia, the demand for cereals and canned food has increased against the background of #coronavirus",Positive,"['russia', 'demand', 'cereals', 'canned', 'food', 'increased', 'background', 'coronavirus']"
2821,47773,,15-03-2020,Trump Day 1 149 THREAD 2 836 CV 19 Cases Confirmed in US US COVID 19 Death Toll Rises to 57 Claims Tested Despite Doctor s Note Brags About Boosting Stock Market Threatens to Demote Fed Chairman Court Blocks 700k Food Stamp Cut Mar a Lago Labeled Virus Hot Spot,Extremely Negative,"['trump', 'day', '1', '149', 'thread', '2', '836', 'cv', '19', 'cases', 'confirmed', 'us', 'us', 'covid', '19', 'death', 'toll', 'rises', '57', 'claims', 'tested', 'despite', 'doctor', 'note', 'brags', 'boosting', 'stock', 'market', 'threatens', 'demote', 'fed', 'chairman', 'court', 'blocks', '700k', 'food', 'stamp', 'cut', 'mar', 'lago', 'labeled', 'virus', 'hot', 'spot']"
2822,47774,death,15-03-2020,for lazy people who don t wanna read articles taken from Stevens why remote work is a good way to slow down the virus i even put comic sans ms to make it fun,Positive,"['lazy', 'people', 'wan', 'na', 'read', 'articles', 'taken', 'stevens', 'remote', 'work', 'good', 'way', 'slow', 'virus', 'even', 'put', 'comic', 'sans', 'ms', 'make', 'fun']"
2823,47775,Nor CAL,15-03-2020,How do people on lockdown in Italy &amp; wherever else get food? Don't you have to go to the grocery store eventually? Or maybe the pharmacy for a prescription? #coronavirus #CoronaVirusItaly #IoRestoACasa,Neutral,"['people', 'lockdown', 'italy', 'amp', 'wherever', 'else', 'get', 'food', 'dont', 'go', 'grocery', 'store', 'eventually', 'maybe', 'pharmacy', 'prescription', 'coronavirus', 'coronavirusitaly', 'iorestoacasa']"
2824,47776,USA,15-03-2020,REMEMBER YOUR PETS While everyone is panic buying food amp TP over 19 fears if you have pets at home remember to stock up on their food as well We usually give our fur babies raw food but have purchased large bags of good grain free kibble just in case,Extremely Positive,"['remember', 'pets', 'everyone', 'panic', 'buying', 'food', 'amp', 'tp', '19', 'fears', 'pets', 'home', 'remember', 'stock', 'food', 'well', 'usually', 'give', 'fur', 'babies', 'raw', 'food', 'purchased', 'large', 'bags', 'good', 'grain', 'free', 'kibble', 'case']"
2825,47777,Toronto,15-03-2020,"The Retail Council of Canada said the current high demand for food, toilet paper and other staples is understandable as the number of positive cases continues to climb, it urged Canadians not to succumb to panic. https://t.co/s32NzXL76T",Neutral,"['retail', 'council', 'canada', 'said', 'current', 'high', 'demand', 'food', 'toilet', 'paper', 'staples', 'understandable', 'number', 'positive', 'cases', 'continues', 'climb', 'urged', 'canadians', 'succumb', 'panic']"
2826,47778,USA,15-03-2020,"A national emergency was declared over the #coronavirus pandemic triggering a run on #toiletPaper. If you're stuck at home for a few weeks, stock up on #food, #medicine, and #videogames! | 8-Bit Central  https://t.co/BpEoeNdLfv",Negative,"['national', 'emergency', 'declared', 'coronavirus', 'pandemic', 'triggering', 'run', 'toiletpaper', 'youre', 'stuck', 'home', 'weeks', 'stock', 'food', 'medicine', 'videogames', '8bit', 'central']"
2827,47779,,15-03-2020,Please DO NOT go and panic buy at grocery stores Our food supply has not been impacted and panic buying is the last thing we need and grocers anticipated onset of COVID 19 and have done a great job of planning ahead,Extremely Positive,"['please', 'go', 'panic', 'buy', 'grocery', 'stores', 'food', 'supply', 'impacted', 'panic', 'buying', 'last', 'thing', 'need', 'grocers', 'anticipated', 'onset', 'covid', '19', 'done', 'great', 'job', 'planning', 'ahead']"
2828,47780,,15-03-2020,Hi guys If u want to help our frontliners donate kayo if you can Personal Protective Equipment PPE set 378 37 Food amp care package 500 prices exclude service fee,Extremely Positive,"['hi', 'guys', 'u', 'want', 'help', 'frontliners', 'donate', 'kayo', 'personal', 'protective', 'equipment', 'ppe', 'set', '378', '37', 'food', 'amp', 'care', 'package', '500', 'prices', 'exclude', 'service', 'fee']"
2829,47781,,15-03-2020,When scientists and health professionals say not to panic about COVID 19 what we mean is don t buy a years worth of toilet paper bottled water and canned food You still need to avoid large gatherings and be prepared to quarantine for 2 4 weeks,Positive,"['scientists', 'health', 'professionals', 'say', 'panic', 'covid', '19', 'mean', 'buy', 'years', 'worth', 'toilet', 'paper', 'bottled', 'water', 'canned', 'food', 'still', 'need', 'avoid', 'large', 'gatherings', 'prepared', 'quarantine', '2', '4', 'weeks']"
2830,47782,amidst in the pages of books,15-03-2020,"Dont panic instead put premium on hygiene, eat healthy food, drink a lot of water, take vitamins and exercise just to combat this pandemic covid-19.
Take care folks, ?",Positive,"['don\x92t', 'panic', 'instead', 'put', 'premium', 'hygiene', 'eat', 'healthy', 'food', 'drink', 'lot', 'water', 'take', 'vitamins', 'exercise', 'combat', 'pandemic', 'covid19', 'take', 'care', 'folks']"
2831,47783,Mullumbimby,15-03-2020,Scott Morrison You need to protect vulnerable Australians NOW Woolworths cannot deliver basic food anymore through online shopping This is an emergency for our aged and vulnerable,Negative,"['scott', 'morrison', 'need', 'protect', 'vulnerable', 'australians', 'woolworths', 'deliver', 'basic', 'food', 'anymore', 'online', 'shopping', 'emergency', 'aged', 'vulnerable']"
2832,47784,,15-03-2020,Mayor Inday Sara Duterte Please do not panic Hoarding food toothpaste tissue papers and other grocery supplies is not a guarantee that you are protected from the COVID 19 Disease Hoarding is a futile attempt and a total waste of your money,Positive,"['mayor', 'inday', 'sara', 'duterte', 'please', 'panic', 'hoarding', 'food', 'toothpaste', 'tissue', 'papers', 'grocery', 'supplies', 'guarantee', 'protected', 'covid', '19', 'disease', 'hoarding', 'futile', 'attempt', 'total', 'waste', 'money']"
2833,47785,,15-03-2020,"How about @woolworths and @Coles consider online or phone shopping for the elderly where they present their Pension card as evidence. Make sure basic stocks are held for them so they can live their lives satisfactorily!
#coronavirus #CoronavirusOutbreak #coronavirusaustralia",Positive,"['woolworths', 'coles', 'consider', 'online', 'phone', 'shopping', 'elderly', 'present', 'pension', 'card', 'evidence', 'make', 'sure', 'basic', 'stocks', 'held', 'live', 'lives', 'satisfactorily', 'coronavirus', 'coronavirusoutbreak', 'coronavirusaustralia']"
2834,47786,,15-03-2020,@JoshCullen_s Hahaha online shopping amidst COVID-19,Positive,"['joshcullens', 'hahaha', 'online', 'shopping', 'amidst', 'covid19']"
2835,47787,In a drained swamp.,15-03-2020,Please RT Check on your elderly friends amp neighbors many of them are on a fixed income and can t afford to stock up on food tp They can t have groceries delivered but should be avoiding crowds Reach out amp offer a hand,Extremely Positive,"['please', 'rt', 'check', 'elderly', 'friends', 'amp', 'neighbors', 'many', 'fixed', 'income', 'afford', 'stock', 'food', 'tp', 'groceries', 'delivered', 'avoiding', 'crowds', 'reach', 'amp', 'offer', 'hand']"
2836,47788,"Florida, USA",15-03-2020,Trudeau No need for panic buying Food and household goods supply chains have not been disrupted  Yes stock up a little bit so you don t have to go to the store every 2 or 3 days but make sure that you re not taking more than you need ,Negative,"['trudeau', 'need', 'panic', 'buying', 'food', 'household', 'goods', 'supply', 'chains', 'disrupted', 'yes', 'stock', 'little', 'bit', 'go', 'store', 'every', '2', '3', 'days', 'make', 'sure', 'taking', 'need']"
2837,47789,"Wakefield, England",15-03-2020,Had an elderly man tell me today that he was struggling to buy his usual groceries at the supermarket because the shelves were empty We are in this together let s look after each other In the long term that s the most important thing 19,Negative,"['elderly', 'man', 'tell', 'today', 'struggling', 'buy', 'usual', 'groceries', 'supermarket', 'shelves', 'empty', 'together', 'let', 'look', 'long', 'term', 'important', 'thing', '19']"
2838,47790,???????,15-03-2020,"So all you who want to start on line shopping particularly in my age group &gt;60 , if you are not an existing customer @Ocado do not want you . Luckily @Tesco did albeit, 2 week wait for a delivery . @sainsburys website locked me out despite talking to a online help . #coronavirus https://t.co/BVZGkYu9ww",Positive,"['want', 'start', 'line', 'shopping', 'particularly', 'age', 'group', 'gt60', 'existing', 'customer', 'ocado', 'want', 'luckily', 'tesco', 'albeit', '2', 'week', 'wait', 'delivery', 'sainsburys', 'website', 'locked', 'despite', 'talking', 'online', 'help', 'coronavirus']"
2839,47791,United States,15-03-2020,"This is Texas, yall!

A couple hire a mariachi band to play at an H-E-B grocery store to help ease the anxiety and lift spirits amid COVID-19 concerns!

https://t.co/ZvHFOlPaoc",Extremely Positive,"['texas', 'y\x92all', 'couple', 'hire', 'mariachi', 'band', 'play', 'heb', 'grocery', 'store', 'help', 'ease', 'anxiety', 'lift', 'spirits', 'amid', 'covid19', 'concerns']"
2840,47792,USA,15-03-2020,Increasing unease over 19 is driving people to stock up on food water toilet paper and other items spoke to Southern California residents about their shopping experience,Negative,"['increasing', 'unease', '19', 'driving', 'people', 'stock', 'food', 'water', 'toilet', 'paper', 'items', 'spoke', 'southern', 'california', 'residents', 'shopping', 'experience']"
